entity	year	cases	continent
Cuba	1992	12	North America
Cuba	1991	17	North America
Cuba	1990	12	North America
Cuba	1989	12	North America
Cuba	1988	121	North America
Cuba	1987	858	North America
Cuba	1986	3312	North America
Cuba	1985	2874	North America
Cuba	1984	3315	North America
Cuba	1983	3287	North America
Cuba	1982	23408	North America
Cuba	1981	18387	North America
Cuba	1980	3924	North America
Cyprus	2023	0	Europe
Cyprus	2022	0	Europe
Cyprus	2021	1	Europe
Cyprus	2020	1	Europe
Cyprus	2019	6	Europe
Cyprus	2018	15	Europe
Cyprus	2017	3	Europe
Cyprus	2016	0	Europe
Cyprus	2015	0	Europe
Cyprus	2014	10	Europe
Cyprus	2013	0	Europe
Cyprus	2012	1	Europe
Cyprus	2011	0	Europe
Cyprus	2010	18	Europe
Cyprus	2009	0	Europe
Cyprus	2008	1	Europe
Cyprus	2007	0	Europe
Cyprus	2006	0	Europe
Cyprus	2005	1	Europe
Cyprus	2004	0	Europe
Cyprus	2003	0	Europe
Cyprus	2002	0	Europe
Cyprus	2001	NA	Europe
Cyprus	2000	0	Europe
Cyprus	1999	0	Europe
Cyprus	1998	1	Europe
Cyprus	1997	1	Europe
Cyprus	1996	55	Europe
Cyprus	1995	0	Europe
Cyprus	1994	0	Europe
Cyprus	1993	0	Europe
Cyprus	1992	20	Europe
Cyprus	1991	1	Europe
Cyprus	1990	4	Europe
Cyprus	1989	0	Europe
Cyprus	1988	0	Europe
Cyprus	1987	0	Europe
Cyprus	1986	1	Europe
Cyprus	1985	1	Europe
Cyprus	1984	3	Europe
Cyprus	1983	183	Europe
Cyprus	1982	27	Europe
Cyprus	1981	3	Europe
Cyprus	1980	0	Europe
Czechia	2023	1	Europe
Czechia	2022	0	Europe
Czechia	2021	0	Europe
Czechia	2020	4	Europe
Czechia	2019	590	Europe
Czechia	2018	207	Europe
Czechia	2017	142	Europe
Czechia	2016	7	Europe
Czechia	2015	9	Europe
Czechia	2014	222	Europe
Czechia	2013	15	Europe
Czechia	2012	22	Europe
Czechia	2011	17	Europe
Czechia	2010	0	Europe
Czechia	2009	5	Europe
Czechia	2008	2	Europe
Czechia	2007	2	Europe
Czechia	2006	7	Europe
Czechia	2005	0	Europe
Czechia	2004	17	Europe
Czechia	2003	30	Europe
Czechia	2002	4	Europe
Czechia	2001	6	Europe
Czechia	2000	9	Europe
Czechia	1999	2	Europe
Czechia	1998	19	Europe
Czechia	1997	14	Europe
Czechia	1996	10	Europe
Czechia	1995	5	Europe
Czechia	1994	9	Europe
Czechia	1993	14	Europe
Czechia	1992	416	Europe
Czechia	1991	839	Europe
Czechia	1990	2420	Europe
Czechia	1989	NA	Europe
Czechia	1988	NA	Europe
Czechia	1987	NA	Europe
Czechia	1986	NA	Europe
Czechia	1985	NA	Europe
Czechia	1984	NA	Europe
Czechia	1983	NA	Europe
Czechia	1982	NA	Europe
Czechia	1981	NA	Europe
Czechia	1980	NA	Europe
Ivory Coast	2023	1361	Africa
Ivory Coast	2022	1596	Africa
Ivory Coast	2021	1837	Africa
Ivory Coast	2020	600	Africa
Ivory Coast	2019	372	Africa
Ivory Coast	2018	453	Africa
Ivory Coast	2017	163	Africa
Ivory Coast	2016	45	Africa
Ivory Coast	2015	65	Africa
Ivory Coast	2014	50	Africa
Ivory Coast	2013	48	Africa
Ivory Coast	2012	137	Africa
Ivory Coast	2011	628	Africa
Ivory Coast	2010	441	Africa
Ivory Coast	2009	183	Africa
Ivory Coast	2008	12	Africa
Ivory Coast	2007	5	Africa
Ivory Coast	2006	11	Africa
Ivory Coast	2005	115	Africa
Ivory Coast	2004	3466	Africa
Ivory Coast	2003	4770	Africa
Ivory Coast	2002	5882	Africa
Ivory Coast	2001	5790	Africa
Ivory Coast	2000	5729	Africa
Ivory Coast	1999	4824	Africa
Ivory Coast	1998	12289	Africa
Ivory Coast	1997	9665	Africa
Ivory Coast	1996	20858	Africa
Ivory Coast	1995	30039	Africa
Ivory Coast	1994	NA	Africa
Ivory Coast	1993	7465	Africa
Ivory Coast	1992	14765	Africa
Ivory Coast	1991	9902	Africa
Ivory Coast	1990	17799	Africa
Ivory Coast	1989	18660	Africa
Ivory Coast	1988	16864	Africa
Ivory Coast	1987	34170	Africa
Ivory Coast	1986	23839	Africa
Ivory Coast	1985	8892	Africa
Ivory Coast	1984	5946	Africa
Ivory Coast	1983	7139	Africa
Ivory Coast	1982	15605	Africa
Ivory Coast	1981	14782	Africa
Ivory Coast	1980	7633	Africa
North Korea	2023	0	Asia
North Korea	2022	0	Asia
North Korea	2021	NA	Asia
North Korea	2020	0	Asia
North Korea	2019	NA	Asia
North Korea	2018	0	Asia
North Korea	2017	0	Asia
North Korea	2016	0	Asia
North Korea	2015	0	Asia
North Korea	2014	3	Asia
North Korea	2013	0	Asia
North Korea	2012	0	Asia
North Korea	2011	0	Asia
North Korea	2010	0	Asia
North Korea	2009	0	Asia
North Korea	2008	8	Asia
North Korea	2007	3550	Asia
North Korea	2006	0	Asia
North Korea	2005	0	Asia
North Korea	2004	0	Asia
North Korea	2003	0	Asia
North Korea	2002	0	Asia
North Korea	2001	0	Asia
North Korea	2000	NA	Asia
North Korea	1999	0	Asia
North Korea	1998	0	Asia
North Korea	1997	0	Asia
North Korea	1996	0	Asia
North Korea	1995	0	Asia
North Korea	1994	0	Asia
North Korea	1993	0	Asia
North Korea	1992	0	Asia
North Korea	1991	0	Asia
North Korea	1990	0	Asia
North Korea	1989	0	Asia
North Korea	1988	0	Asia
North Korea	1987	0	Asia
North Korea	1986	0	Asia
North Korea	1985	0	Asia
North Korea	1984	0	Asia
North Korea	1983	0	Asia
North Korea	1982	0	Asia
North Korea	1981	0	Asia
North Korea	1980	0	Asia
Democratic Republic of Congo	2023	311500	Africa
Democratic Republic of Congo	2022	4380	Africa
Democratic Republic of Congo	2021	54471	Africa
Democratic Republic of Congo	2020	82290	Africa
Democratic Republic of Congo	2019	333017	Africa
Democratic Republic of Congo	2018	69693	Africa
Democratic Republic of Congo	2017	45107	Africa
Democratic Republic of Congo	2016	5092	Africa
Democratic Republic of Congo	2015	5020	Africa
Democratic Republic of Congo	2014	33711	Africa
Democratic Republic of Congo	2013	88381	Africa
Democratic Republic of Congo	2012	72029	Africa
Democratic Republic of Congo	2011	133802	Africa
Democratic Republic of Congo	2010	5407	Africa
Democratic Republic of Congo	2009	57	Africa
Democratic Republic of Congo	2008	12461	Africa
Democratic Republic of Congo	2007	55577	Africa
Democratic Republic of Congo	2006	80123	Africa
Democratic Republic of Congo	2005	182485	Africa
Democratic Republic of Congo	2004	44934	Africa
Democratic Republic of Congo	2003	21956	Africa
Democratic Republic of Congo	2002	30466	Africa
Democratic Republic of Congo	2001	8072	Africa
Democratic Republic of Congo	2000	8282	Africa
Democratic Republic of Congo	1999	12135	Africa
Democratic Republic of Congo	1998	15271	Africa
Democratic Republic of Congo	1997	5766	Africa
Democratic Republic of Congo	1996	9546	Africa
Democratic Republic of Congo	1995	5443	Africa
Democratic Republic of Congo	1994	12573	Africa
Democratic Republic of Congo	1993	2749	Africa
Democratic Republic of Congo	1992	63	Africa
Democratic Republic of Congo	1991	NA	Africa
Democratic Republic of Congo	1990	4564	Africa
Democratic Republic of Congo	1989	11178	Africa
Democratic Republic of Congo	1988	13214	Africa
Democratic Republic of Congo	1987	14866	Africa
Democratic Republic of Congo	1986	19430	Africa
Democratic Republic of Congo	1985	19508	Africa
Democratic Republic of Congo	1984	11385	Africa
Democratic Republic of Congo	1983	21057	Africa
Democratic Republic of Congo	1982	30775	Africa
Democratic Republic of Congo	1981	38142	Africa
Democratic Republic of Congo	1980	32596	Africa
Denmark	2023	9	Europe
Denmark	2022	0	Europe
Denmark	2021	0	Europe
Denmark	2020	4	Europe
Denmark	2019	15	Europe
Denmark	2018	8	Europe
Denmark	2017	4	Europe
Denmark	2016	3	Europe
Denmark	2015	9	Europe
Denmark	2014	27	Europe
Denmark	2013	17	Europe
Denmark	2012	2	Europe
Denmark	2011	84	Europe
Denmark	2010	5	Europe
Denmark	2009	6	Europe
Denmark	2008	14	Europe
Denmark	2007	2	Europe
Denmark	2006	27	Europe
Denmark	2005	2	Europe
Denmark	2004	0	Europe
Denmark	2003	0	Europe
Denmark	2002	32	Europe
Denmark	2001	11	Europe
Denmark	2000	14	Europe
Denmark	1999	NA	Europe
Denmark	1998	NA	Europe
Denmark	1997	61	Europe
Denmark	1996	119	Europe
Denmark	1995	20	Europe
Denmark	1994	36	Europe
Denmark	1993	115	Europe
Denmark	1992	129	Europe
Denmark	1991	162	Europe
Denmark	1990	180	Europe
Denmark	1989	405	Europe
Denmark	1988	618	Europe
Denmark	1987	6268	Europe
Denmark	1986	23490	Europe
Denmark	1985	13187	Europe
Denmark	1984	21188	Europe
Denmark	1983	33242	Europe
Denmark	1982	15656	Europe
Denmark	1981	35651	Europe
Denmark	1980	28249	Europe
Djibouti	2023	446	Africa
Djibouti	2022	206	Africa
Djibouti	2021	0	Africa
Djibouti	2020	NA	Africa
Djibouti	2019	NA	Africa
Djibouti	2018	28	Africa
Djibouti	2017	3	Africa
Djibouti	2016	8	Africa
Djibouti	2015	47	Africa
Djibouti	2014	NA	Africa
Djibouti	2013	28	Africa
Djibouti	2012	709	Africa
Djibouti	2011	49	Africa
Djibouti	2010	7	Africa
Djibouti	2009	48	Africa
Djibouti	2008	143	Africa
Djibouti	2007	24	Africa
Djibouti	2006	49	Africa
Djibouti	2005	298	Africa
Djibouti	2004	71	Africa
Djibouti	2003	37	Africa
Djibouti	2002	50	Africa
Djibouti	2001	79	Africa
Djibouti	2000	183	Africa
Djibouti	1999	341	Africa
Djibouti	1998	198	Africa
Djibouti	1997	NA	Africa
Djibouti	1996	410	Africa
Djibouti	1995	8	Africa
Djibouti	1994	NA	Africa
Djibouti	1993	37	Africa
Djibouti	1992	129	Africa
Djibouti	1991	13	Africa
Djibouti	1990	104	Africa
Djibouti	1989	490	Africa
Djibouti	1988	473	Africa
Djibouti	1987	52	Africa
Djibouti	1986	NA	Africa
Djibouti	1985	108	Africa
Djibouti	1984	1295	Africa
Djibouti	1983	NA	Africa
Djibouti	1982	31	Africa
Djibouti	1981	4533	Africa
Djibouti	1980	NA	Africa
Dominica	2023	0	North America
Dominica	2022	0	North America
Dominica	2021	0	North America
Dominica	2020	0	North America
Dominica	2019	0	North America
Dominica	2018	0	North America
Dominica	2017	0	North America
Dominica	2016	0	North America
Dominica	2015	0	North America
Dominica	2014	0	North America
Dominica	2013	0	North America
Dominica	2012	0	North America
Dominica	2011	0	North America
Dominica	2010	0	North America
Dominica	2009	0	North America
Dominica	2008	0	North America
Dominica	2007	0	North America
Dominica	2006	0	North America
Dominica	2005	0	North America
Dominica	2004	0	North America
Dominica	2003	0	North America
Dominica	2002	0	North America
Dominica	2001	0	North America
Dominica	2000	0	North America
Dominica	1999	0	North America
Dominica	1998	0	North America
Dominica	1997	0	North America
Dominica	1996	0	North America
Dominica	1995	0	North America
Dominica	1994	0	North America
Dominica	1993	0	North America
Dominica	1992	0	North America
Dominica	1991	6	North America
Dominica	1990	13	North America
Dominica	1989	9	North America
Dominica	1988	10	North America
Dominica	1987	82	North America
Dominica	1986	45	North America
Dominica	1985	64	North America
Dominica	1984	188	North America
Dominica	1983	1	North America
Dominica	1982	2	North America
Dominica	1981	27	North America
Dominica	1980	0	North America
Dominican Republic	2023	0	North America
Dominican Republic	2022	0	North America
Dominican Republic	2021	0	North America
Dominican Republic	2020	0	North America
Dominican Republic	2019	0	North America
Dominican Republic	2018	0	North America
Dominican Republic	2017	0	North America
Dominican Republic	2016	0	North America
Dominican Republic	2015	0	North America
Dominican Republic	2014	0	North America
Dominican Republic	2013	0	North America
Dominican Republic	2012	0	North America
Dominican Republic	2011	2	North America
Dominican Republic	2010	0	North America
Dominican Republic	2009	0	North America
Dominican Republic	2008	0	North America
Dominican Republic	2007	0	North America
Dominican Republic	2006	0	North America
Dominican Republic	2005	0	North America
Dominican Republic	2004	0	North America
Dominican Republic	2003	0	North America
Dominican Republic	2002	0	North America
Dominican Republic	2001	113	North America
Dominican Republic	2000	253	North America
Dominican Republic	1999	274	North America
Dominican Republic	1998	14	North America
Dominican Republic	1997	1	North America
Dominican Republic	1996	0	North America
Dominican Republic	1995	0	North America
Dominican Republic	1994	3	North America
Dominican Republic	1993	4637	North America
Dominican Republic	1992	7650	North America
Dominican Republic	1991	7512	North America
Dominican Republic	1990	3477	North America
Dominican Republic	1989	1505	North America
Dominican Republic	1988	692	North America
Dominican Republic	1987	499	North America
Dominican Republic	1986	501	North America
Dominican Republic	1985	4417	North America
Dominican Republic	1984	4429	North America
Dominican Republic	1983	2960	North America
Dominican Republic	1982	3671	North America
Dominican Republic	1981	3410	North America
Dominican Republic	1980	9760	North America
Ecuador	2023	0	South America
Ecuador	2022	0	South America
Ecuador	2021	0	South America
Ecuador	2020	0	South America
Ecuador	2019	0	South America
Ecuador	2018	19	South America
Ecuador	2017	0	South America
Ecuador	2016	1	South America
Ecuador	2015	0	South America
Ecuador	2014	0	South America
Ecuador	2013	0	South America
Ecuador	2012	72	South America
Ecuador	2011	257	South America
Ecuador	2010	0	South America
Ecuador	2009	0	South America
Ecuador	2008	1	South America
Ecuador	2007	0	South America
Ecuador	2006	0	South America
Ecuador	2005	0	South America
Ecuador	2004	0	South America
Ecuador	2003	0	South America
Ecuador	2002	0	South America
Ecuador	2001	2	South America
Ecuador	2000	0	South America
Ecuador	1999	0	South America
Ecuador	1998	0	South America
Ecuador	1997	0	South America
Ecuador	1996	42	South America
Ecuador	1995	919	South America
Ecuador	1994	3668	South America
Ecuador	1993	3627	South America
Ecuador	1992	4356	South America
Ecuador	1991	1585	South America
Ecuador	1990	1646	South America
Ecuador	1989	3649	South America
Ecuador	1988	8004	South America
Ecuador	1987	1537	South America
Ecuador	1986	839	South America
Ecuador	1985	1183	South America
Ecuador	1984	6979	South America
Ecuador	1983	2556	South America
Ecuador	1982	1647	South America
Ecuador	1981	4678	South America
Ecuador	1980	2722	South America
Egypt	2023	267	Africa
Egypt	2022	14	Africa
Egypt	2021	0	Africa
Egypt	2020	3	Africa
Egypt	2019	0	Africa
Egypt	2018	48	Africa
Egypt	2017	24	Africa
Egypt	2016	225	Africa
Egypt	2015	5432	Africa
Egypt	2014	1314	Africa
Egypt	2013	405	Africa
Egypt	2012	245	Africa
Egypt	2011	26	Africa
Egypt	2010	16	Africa
Egypt	2009	608	Africa
Egypt	2008	668	Africa
Egypt	2007	1684	Africa
Egypt	2006	953	Africa
Egypt	2005	77	Africa
Egypt	2004	80	Africa
Egypt	2003	164	Africa
Egypt	2002	653	Africa
Egypt	2001	2150	Africa
Egypt	2000	2633	Africa
Egypt	1999	1547	Africa
Egypt	1998	4868	Africa
Egypt	1997	4606	Africa
Egypt	1996	4403	Africa
Egypt	1995	1833	Africa
Egypt	1994	1444	Africa
Egypt	1993	2874	Africa
Egypt	1992	4403	Africa
Egypt	1991	1231	Africa
Egypt	1990	887	Africa
Egypt	1989	4057	Africa
Egypt	1988	3672	Africa
Egypt	1987	1805	Africa
Egypt	1986	1176	Africa
Egypt	1985	5554	Africa
Egypt	1984	4898	Africa
Egypt	1983	813	Africa
Egypt	1982	7365	Africa
Egypt	1981	1777	Africa
Egypt	1980	839	Africa
El Salvador	2023	0	North America
El Salvador	2022	0	North America
El Salvador	2021	0	North America
El Salvador	2020	0	North America
El Salvador	2019	0	North America
El Salvador	2018	0	North America
El Salvador	2017	0	North America
El Salvador	2016	0	North America
El Salvador	2015	NA	North America
El Salvador	2014	0	North America
El Salvador	2013	0	North America
El Salvador	2012	0	North America
El Salvador	2011	0	North America
El Salvador	2010	0	North America
El Salvador	2009	0	North America
El Salvador	2008	0	North America
El Salvador	2007	0	North America
El Salvador	2006	0	North America
El Salvador	2005	0	North America
El Salvador	2004	0	North America
El Salvador	2003	0	North America
El Salvador	2002	0	North America
El Salvador	2001	2	North America
El Salvador	2000	0	North America
El Salvador	1999	0	North America
El Salvador	1998	0	North America
El Salvador	1997	0	North America
El Salvador	1996	1	North America
El Salvador	1995	0	North America
El Salvador	1994	0	North America
El Salvador	1993	38	North America
El Salvador	1992	509	North America
El Salvador	1991	0	North America
El Salvador	1990	0	North America
El Salvador	1989	0	North America
El Salvador	1988	787	North America
El Salvador	1987	405	North America
El Salvador	1986	278	North America
El Salvador	1985	1413	North America
El Salvador	1984	4775	North America
El Salvador	1983	2407	North America
El Salvador	1982	3664	North America
El Salvador	1981	12554	North America
El Salvador	1980	2315	North America
Equatorial Guinea	2023	270	Africa
Equatorial Guinea	2022	49	Africa
Equatorial Guinea	2021	43	Africa
Equatorial Guinea	2020	53	Africa
Equatorial Guinea	2019	0	Africa
Equatorial Guinea	2018	0	Africa
Equatorial Guinea	2017	1	Africa
Equatorial Guinea	2016	1699	Africa
Equatorial Guinea	2015	1250	Africa
Equatorial Guinea	2014	13	Africa
Equatorial Guinea	2013	321	Africa
Equatorial Guinea	2012	1190	Africa
Equatorial Guinea	2011	0	Africa
Equatorial Guinea	2010	0	Africa
Equatorial Guinea	2009	78	Africa
Equatorial Guinea	2008	436	Africa
Equatorial Guinea	2007	5	Africa
Equatorial Guinea	2006	0	Africa
Equatorial Guinea	2005	NA	Africa
Equatorial Guinea	2004	38	Africa
Equatorial Guinea	2003	18	Africa
Equatorial Guinea	2002	24	Africa
Equatorial Guinea	2001	1339	Africa
Equatorial Guinea	2000	NA	Africa
Equatorial Guinea	1999	NA	Africa
Equatorial Guinea	1998	NA	Africa
Equatorial Guinea	1997	0	Africa
Equatorial Guinea	1996	1	Africa
Equatorial Guinea	1995	44	Africa
Equatorial Guinea	1994	270	Africa
Equatorial Guinea	1993	157	Africa
Equatorial Guinea	1992	297	Africa
Equatorial Guinea	1991	32	Africa
Equatorial Guinea	1990	32	Africa
Equatorial Guinea	1989	582	Africa
Equatorial Guinea	1988	14875	Africa
Equatorial Guinea	1987	11865	Africa
Equatorial Guinea	1986	788	Africa
Equatorial Guinea	1985	464	Africa
Equatorial Guinea	1984	198	Africa
Equatorial Guinea	1983	NA	Africa
Equatorial Guinea	1982	NA	Africa
Equatorial Guinea	1981	NA	Africa
Equatorial Guinea	1980	NA	Africa
Eritrea	2023	54	Africa
Eritrea	2022	28	Africa
Eritrea	2021	25	Africa
Eritrea	2020	12	Africa
Eritrea	2019	6	Africa
Eritrea	2018	70	Africa
Eritrea	2017	1199	Africa
Eritrea	2016	142	Africa
Eritrea	2015	198	Africa
Eritrea	2014	127	Africa
Eritrea	2013	45	Africa
Eritrea	2012	194	Africa
Eritrea	2011	48	Africa
Eritrea	2010	51	Africa
Eritrea	2009	82	Africa
Eritrea	2008	0	Africa
Eritrea	2007	55	Africa
Eritrea	2006	128	Africa
Eritrea	2005	19	Africa
Eritrea	2004	24	Africa
Eritrea	2003	376	Africa
Eritrea	2002	460	Africa
Eritrea	2001	204	Africa
Eritrea	2000	789	Africa
Eritrea	1999	320	Africa
Eritrea	1998	316	Africa
Eritrea	1997	777	Africa
Eritrea	1996	1783	Africa
Eritrea	1995	185	Africa
Eritrea	1994	541	Africa
Eritrea	1993	267	Africa
Eritrea	1992	NA	Africa
Eritrea	1991	NA	Africa
Eritrea	1990	NA	Africa
Eritrea	1989	NA	Africa
Eritrea	1988	NA	Africa
Eritrea	1987	NA	Africa
Eritrea	1986	NA	Africa
Eritrea	1985	NA	Africa
Eritrea	1984	NA	Africa
Eritrea	1983	NA	Africa
Eritrea	1982	NA	Africa
Eritrea	1981	NA	Africa
Eritrea	1980	NA	Africa
Estonia	2023	4	Europe
Estonia	2022	0	Europe
Estonia	2021	0	Europe
Estonia	2020	0	Europe
Estonia	2019	27	Europe
Estonia	2018	10	Europe
Estonia	2017	1	Europe
Estonia	2016	2	Europe
Estonia	2015	4	Europe
Estonia	2014	0	Europe
Estonia	2013	2	Europe
Estonia	2012	4	Europe
Estonia	2011	7	Europe
Estonia	2010	0	Europe
Estonia	2009	0	Europe
Estonia	2008	0	Europe
Estonia	2007	1	Europe
Estonia	2006	27	Europe
Estonia	2005	2	Europe
Estonia	2004	0	Europe
Estonia	2003	0	Europe
Estonia	2002	0	Europe
Estonia	2001	0	Europe
Estonia	2000	9	Europe
Estonia	1999	12	Europe
Estonia	1998	17	Europe
Estonia	1997	18	Europe
Estonia	1996	19	Europe
Estonia	1995	17	Europe
Estonia	1994	230	Europe
Estonia	1993	312	Europe
Estonia	1992	71	Europe
Estonia	1991	129	Europe
Estonia	1990	33	Europe
Estonia	1989	NA	Europe
Estonia	1988	NA	Europe
Estonia	1987	NA	Europe
Estonia	1986	NA	Europe
Estonia	1985	NA	Europe
Estonia	1984	NA	Europe
Estonia	1983	NA	Europe
Estonia	1982	NA	Europe
Estonia	1981	NA	Europe
Estonia	1980	NA	Europe
Swaziland	2023	3	Africa
Swaziland	2022	64	Africa
Swaziland	2021	0	Africa
Swaziland	2020	0	Africa
Swaziland	2019	0	Africa
Swaziland	2018	0	Africa
Swaziland	2017	0	Africa
Swaziland	2016	1	Africa
Swaziland	2015	0	Africa
Swaziland	2014	0	Africa
Swaziland	2013	0	Africa
Swaziland	2012	0	Africa
Swaziland	2011	0	Africa
Swaziland	2010	313	Africa
Swaziland	2009	26	Africa
Swaziland	2008	1	Africa
Swaziland	2007	0	Africa
Swaziland	2006	0	Africa
Swaziland	2005	0	Africa
Swaziland	2004	0	Africa
Swaziland	2003	350	Africa
Swaziland	2002	37	Africa
Swaziland	2001	49	Africa
Swaziland	2000	10	Africa
Swaziland	1999	0	Africa
Swaziland	1998	180	Africa
Swaziland	1997	609	Africa
Swaziland	1996	2201	Africa
Swaziland	1995	171	Africa
Swaziland	1994	610	Africa
Swaziland	1993	7148	Africa
Swaziland	1992	2042	Africa
Swaziland	1991	1467	Africa
Swaziland	1990	1465	Africa
Swaziland	1989	1461	Africa
Swaziland	1988	1581	Africa
Swaziland	1987	4261	Africa
Swaziland	1986	2253	Africa
Swaziland	1985	3253	Africa
Swaziland	1984	4794	Africa
Swaziland	1983	3267	Africa
Swaziland	1982	9185	Africa
Swaziland	1981	2592	Africa
Swaziland	1980	NA	Africa
Ethiopia	2023	24038	Africa
Ethiopia	2022	9292	Africa
Ethiopia	2021	1953	Africa
Ethiopia	2020	1952	Africa
Ethiopia	2019	3998	Africa
Ethiopia	2018	1752	Africa
Ethiopia	2017	1921	Africa
Ethiopia	2016	4579	Africa
Ethiopia	2015	17745	Africa
Ethiopia	2014	12739	Africa
Ethiopia	2013	5253	Africa
Ethiopia	2012	4347	Africa
Ethiopia	2011	3255	Africa
Ethiopia	2010	4235	Africa
Ethiopia	2009	1176	Africa
Ethiopia	2008	3511	Africa
Ethiopia	2007	1446	Africa
Ethiopia	2006	1451	Africa
Ethiopia	2005	357	Africa
Ethiopia	2004	73	Africa
Ethiopia	2003	228	Africa
Ethiopia	2002	3332	Africa
Ethiopia	2001	2366	Africa
Ethiopia	2000	1660	Africa
Ethiopia	1999	5329	Africa
Ethiopia	1998	1603	Africa
Ethiopia	1997	1113	Africa
Ethiopia	1996	1586	Africa
Ethiopia	1995	562	Africa
Ethiopia	1994	1133	Africa
Ethiopia	1993	1152	Africa
Ethiopia	1992	4815	Africa
Ethiopia	1991	497	Africa
Ethiopia	1990	1836	Africa
Ethiopia	1989	4169	Africa
Ethiopia	1988	7575	Africa
Ethiopia	1987	4832	Africa
Ethiopia	1986	3760	Africa
Ethiopia	1985	66544	Africa
Ethiopia	1984	9843	Africa
Ethiopia	1983	5866	Africa
Ethiopia	1982	10527	Africa
Ethiopia	1981	9784	Africa
Ethiopia	1980	10690	Africa
Fiji	2023	NA	Oceania
Fiji	2022	NA	Oceania
Fiji	2021	NA	Oceania
Fiji	2020	NA	Oceania
Fiji	2019	28	Oceania
Fiji	2018	0	Oceania
Fiji	2017	NA	Oceania
Fiji	2016	5	Oceania
Fiji	2015	NA	Oceania
Fiji	2014	NA	Oceania
Fiji	2013	NA	Oceania
Fiji	2012	0	Oceania
Fiji	2011	NA	Oceania
Fiji	2010	0	Oceania
Fiji	2009	1	Oceania
Fiji	2008	0	Oceania
Fiji	2007	0	Oceania
Fiji	2006	136	Oceania
Fiji	2005	NA	Oceania
Fiji	2004	37	Oceania
Fiji	2003	305	Oceania
Fiji	2002	304	Oceania
Fiji	2001	17	Oceania
Fiji	2000	NA	Oceania
Fiji	1999	NA	Oceania
Fiji	1998	NA	Oceania
Fiji	1997	828	Oceania
Fiji	1996	39	Oceania
Fiji	1995	414	Oceania
Fiji	1994	39	Oceania
Fiji	1993	425	Oceania
Fiji	1992	969	Oceania
Fiji	1991	NA	Oceania
Fiji	1990	32	Oceania
Fiji	1989	53	Oceania
Fiji	1988	610	Oceania
Fiji	1987	1075	Oceania
Fiji	1986	385	Oceania
Fiji	1985	152	Oceania
Fiji	1984	827	Oceania
Fiji	1983	313	Oceania
Fiji	1982	902	Oceania
Fiji	1981	1003	Oceania
Fiji	1980	913	Oceania
Finland	2023	1	Europe
Finland	2022	0	Europe
Finland	2021	3	Europe
Finland	2020	4	Europe
Finland	2019	12	Europe
Finland	2018	15	Europe
Finland	2017	11	Europe
Finland	2016	4	Europe
Finland	2015	2	Europe
Finland	2014	NA	Europe
Finland	2013	2	Europe
Finland	2012	NA	Europe
Finland	2011	27	Europe
Finland	2010	5	Europe
Finland	2009	2	Europe
Finland	2008	5	Europe
Finland	2007	0	Europe
Finland	2006	0	Europe
Finland	2005	1	Europe
Finland	2004	0	Europe
Finland	2003	0	Europe
Finland	2002	0	Europe
Finland	2001	1	Europe
Finland	2000	NA	Europe
Finland	1999	NA	Europe
Finland	1998	1	Europe
Finland	1997	0	Europe
Finland	1996	0	Europe
Finland	1995	6	Europe
Finland	1994	1	Europe
Finland	1993	0	Europe
Finland	1992	5	Europe
Finland	1991	8	Europe
Finland	1990	3	Europe
Finland	1989	1032	Europe
Finland	1988	129	Europe
Finland	1987	635	Europe
Finland	1986	741	Europe
Finland	1985	614	Europe
Finland	1984	729	Europe
Finland	1983	4751	Europe
Finland	1982	5402	Europe
Finland	1981	3813	Europe
Finland	1980	2147	Europe
France	2023	117	Europe
France	2022	15	Europe
France	2021	16	Europe
France	2020	240	Europe
France	2019	2637	Europe
France	2018	2921	Europe
France	2017	519	Europe
France	2016	79	Europe
France	2015	157	Europe
France	2014	267	Europe
France	2013	272	Europe
France	2012	NA	Europe
France	2011	14949	Europe
France	2010	5048	Europe
France	2009	1541	Europe
France	2008	604	Europe
France	2007	39	Europe
France	2006	40	Europe
France	2005	36	Europe
France	2004	4448	Europe
France	2003	NA	Europe
France	2002	5185	Europe
France	2001	NA	Europe
France	2000	10000	Europe
France	1999	NA	Europe
France	1998	NA	Europe
France	1997	80000	Europe
France	1996	66000	Europe
France	1995	54239	Europe
France	1994	44005	Europe
France	1993	77232	Europe
France	1992	109548	Europe
France	1991	156849	Europe
France	1990	NA	Europe
France	1989	NA	Europe
France	1988	NA	Europe
France	1987	NA	Europe
France	1986	931	Europe
France	1985	399	Europe
France	1984	978	Europe
France	1983	870	Europe
France	1982	812	Europe
France	1981	1132	Europe
France	1980	1244	Europe
Gabon	2023	1167	Africa
Gabon	2022	1293	Africa
Gabon	2021	134	Africa
Gabon	2020	9	Africa
Gabon	2019	2	Africa
Gabon	2018	1	Africa
Gabon	2017	1075	Africa
Gabon	2016	1509	Africa
Gabon	2015	27	Africa
Gabon	2014	33	Africa
Gabon	2013	122	Africa
Gabon	2012	2	Africa
Gabon	2011	2	Africa
Gabon	2010	1	Africa
Gabon	2009	0	Africa
Gabon	2008	3	Africa
Gabon	2007	0	Africa
Gabon	2006	90	Africa
Gabon	2005	0	Africa
Gabon	2004	63	Africa
Gabon	2003	NA	Africa
Gabon	2002	110	Africa
Gabon	2001	5129	Africa
Gabon	2000	15	Africa
